image;ground_truth;prediction;CER_formula;CER_score
test047_2.jpg;L1678ACE;LACE1678OB-27;CER = (5 + 0 + 3) / 8;1.0
test048_1.jpg;L9316BC;9316BC;CER = (0 + 1 + 0) / 7;0.143
test048_2.jpg;W1838AY;1838WAY;CER = (0 + 1 + 1) / 7;0.286
test049_1.jpg;N1376DE;N1376DE;CER = (0 + 0 + 0) / 7;0.0
test049_2.jpg;N79AP;N79AP;CER = (0 + 0 + 0) / 5;0.0
test050_1.jpg;L1265OF;L1265OF;CER = (0 + 0 + 0) / 7;0.0
test050_2.jpg;N1095G;10985G;CER = (0 + 1 + 1) / 6;0.333
test051_1.jpg;N1718HC;NN1718HC;CER = (0 + 0 + 1) / 7;0.143
test052_1.jpg;N6497KS;N6197KSOR03;CER = (1 + 0 + 4) / 7;0.714
test052_2.jpg;N5235ABX;N5235ABX;CER = (0 + 0 + 0) / 8;0.0
test052_3.jpg;N4980KJ;4980KJ;CER = (0 + 1 + 0) / 7;0.143
test053_1.jpg;N1365AAO;NAOA1365;CER = (0 + 3 + 3) / 8;0.75
test054_1.jpg;N1077AAK;NNAAKC7-36;CER = (4 + 0 + 5) / 8;1.125
test054_2.jpg;N1084AAO;1084Aao;CER = (2 + 1 + 0) / 8;0.375
test055_1.jpg;N1610KS;N1610KS;CER = (0 + 0 + 0) / 7;0.0
test056_1.jpg;N924CIA;N924CIA;CER = (0 + 0 + 0) / 7;0.0
test056_2.jpg;N1623HB;1623HB;CER = (0 + 1 + 0) / 7;0.143
test056_3.jpg;L1430HF;1430LHF;CER = (0 + 1 + 1) / 7;0.286
test057_1.jpg;N1342T;NNT1342;CER = (0 + 1 + 2) / 6;0.5
test057_2.jpg;N4145AB;N4175AB06-02;CER = (1 + 0 + 5) / 7;0.857
test057_3.jpg;N1396AAH;NAHAAAAN;CER = (7 + 0 + 0) / 8;0.875
test058_1.jpg;N3153ACB;N3156A ACB 10-26;CER = (3 + 0 + 6) / 8;1.125
test058_2.jpg;N5829KJ;56029KJ;CER = (2 + 1 + 0) / 7;0.429
test058_3.jpg;N1780JL;NLJ1780OB-33;CER = (5 + 0 + 2) / 7;1.0
test059_1.jpg;W8774PA;WW8774PA;CER = (0 + 0 + 1) / 7;0.143
test059_2.jpg;B9162FXU;B-9162FXU;CER = (0 + 0 + 1) / 8;0.125
test060_1.jpg;L1846JE;LE1846JE;CER = (0 + 0 + 1) / 7;0.143
test060_2.jpg;M1457ITA;M1457ITA;CER = (0 + 0 + 0) / 8;0.0
test061_1.jpg;AA1971KJ;AA1971KJ;CER = (0 + 0 + 0) / 8;0.0
test061_2.jpg;BD1146DH;BDDHBDH146DH;CER = (5 + 0 + 0) / 8;0.625
test062_1.jpg;B9654PEU;B965/4PEU;CER = (0 + 0 + 1) / 8;0.125
test062_2.jpg;AE7244S;AE7246S;CER = (1 + 0 + 0) / 7;0.143
test063_1.jpg;S1208BI;S1208BI;CER = (0 + 0 + 0) / 7;0.0
test064_1.jpg;AE8137G;AE8137G;CER = (0 + 0 + 0) / 7;0.0
test065_1.jpg;H1706SW;1706SW;CER = (0 + 1 + 0) / 7;0.143
test066_1.jpg;T1220HS;1206-HS;CER = (0 + 2 + 2) / 7;0.571
test066_2.jpg;H1790ZY;HYC6-28;CER = (0 + 5 + 5) / 7;1.429
test067_1.jpg;L1855BR;1855BR;CER = (0 + 1 + 0) / 7;0.143
test067_2.jpg;AB1274EV;ABE1274EV;CER = (0 + 0 + 1) / 8;0.125
test068_1.jpg;B2310UZS;B2310UZS;CER = (0 + 0 + 0) / 8;0.0
test068_2.jpg;G1264CM;GCM-28B;CER = (0 + 4 + 4) / 7;1.143
test069_1.jpg;AA1138AK;AAA1138AK;CER = (0 + 0 + 1) / 8;0.125
test070_1.jpg;B2160TOB;B2160TOBC3G27;CER = (0 + 0 + 5) / 8;0.625
test070_2.jpg;B2597BYK;2597BYK;CER = (0 + 1 + 0) / 8;0.125
test071_1.jpg;G9545AG;G954A 10-23;CER = (6 + 1 + 0) / 7;1.0
test072_1.jpg;BG1870IB;BGC1870BL;CER = (0 + 1 + 2) / 8;0.375
test073_1.jpg;T1187HB;1187HB;CER = (0 + 1 + 0) / 7;0.143
test073_2.jpg;A1330FP;AFP;CER = (0 + 4 + 0) / 7;0.571
test074_1.jpg;G1368GE;1368D4-27GE;CER = (0 + 1 + 5) / 7;0.857
test074_2.jpg;B1081CMR;B1081CMR;CER = (0 + 0 + 0) / 8;0.0
test075_1.jpg;G2474XZ;24714XYL12-29;CER = (7 + 1 + 1) / 7;1.286
test075_2.jpg;G9173BP;GC9173BP;CER = (0 + 0 + 1) / 7;0.143
test075_3.jpg;7066OF;7600032;CER = (4 + 0 + 1) / 6;0.833
test076_1.jpg;G2151ASF;EC2151ASF0796;CER = (2 + 0 + 4) / 8;0.75
test076_2.jpg;E500MA;E500MA;CER = (0 + 0 + 0) / 6;0.0
test076_3.jpg;G4689SN;C46809SN01-26;CER = (1 + 0 + 6) / 7;1.0
test077_1.jpg;G1754QZ;G6754O2;CER = (3 + 0 + 0) / 7;0.429
test078_1.jpg;H1413DH;HDH141306-26;CER = (5 + 0 + 2) / 7;1.0
test079_1.jpg;T1688GY;T1688GY;CER = (0 + 0 + 0) / 7;0.0
test079_2.jpg;A1260AJ;AJA126C;CER = (3 + 0 + 2) / 7;0.714
test080_1.jpg;D77HSB;77HSB;CER = (0 + 1 + 0) / 6;0.167
test080_2.jpg;B1861TOI;BA1861YT;CER = (0 + 2 + 2) / 8;0.5
test080_3.jpg;D1160ADE;1160Ade;CER = (2 + 1 + 0) / 8;0.375
test081_1.jpg;F8097BD;80097 UK-37;CER = (6 + 1 + 1) / 7;1.143
test081_2.jpg;F1992AM;FAH1992;CER = (0 + 2 + 2) / 7;0.571
test082_1.jpg;E1824YZ;E1824YY07-23;CER = (6 + 0 + 0) / 7;0.857
test082_2.jpg;B9093UEX;B9093UEX;CER = (0 + 0 + 0) / 8;0.0
test083_1.jpg;F5052AAE;F5052AAE02-27;CER = (0 + 0 + 5) / 8;0.625
test083_2.jpg;F5452CQ;F5452CO;CER = (1 + 0 + 0) / 7;0.143
test084_1.jpg;B1158PYP;B1158PYP;CER = (0 + 0 + 0) / 8;0.0
test084_2.jpg;B1242VOY;B1262VOY;CER = (1 + 0 + 0) / 8;0.125
test085_1.jpg;B1315KIF;B1315KIF;CER = (0 + 0 + 0) / 8;0.0
test085_2.jpg;B2938FVJ;B2938FVWJ;CER = (0 + 0 + 1) / 8;0.125
test085_3.jpg;B2560SKZ;B2560SKW;CER = (1 + 0 + 0) / 8;0.125
test086_1.jpg;B1291NOJ;B1291NOJ;CER = (0 + 0 + 0) / 8;0.0
test086_2.jpg;B1556NRC;B1566NRC04-27;CER = (1 + 0 + 5) / 8;0.75
test087_1.jpg;B6823WXR;B.6823WXWR;CER = (0 + 0 + 2) / 8;0.25
test087_2.jpg;B6317NXK;B6317NXXK;CER = (0 + 0 + 1) / 8;0.125
test087_3.jpg;F2215FCQ;F215FCO06.28;CER = (6 + 1 + 0) / 8;0.875
test087_4.jpg;4039NHR;04039NHR;CER = (0 + 0 + 1) / 7;0.143
test088_1.jpg;B2190TYB;B2190TYB;CER = (0 + 0 + 0) / 8;0.0
test088_2.jpg;B1902VKA;BVKA1902;CER = (0 + 3 + 3) / 8;0.75
test089_1.jpg;D8609N;D86009N;CER = (0 + 0 + 1) / 6;0.167
test089_2.jpg;A8406ZE;A-8406E;CER = (0 + 1 + 1) / 7;0.286
test089_3.jpg;B1246KRK;B1246KRK;CER = (0 + 0 + 0) / 8;0.0
test090_1.jpg;T9314E;9311401-26;CER = (5 + 1 + 1) / 6;1.167
test090_2.jpg;N9579U;N0579U;CER = (1 + 0 + 0) / 6;0.167
test091_1.jpg;B2910KZW;B2910KWW;CER = (0 + 1 + 1) / 8;0.25
test091_2.jpg;B9721KXV;B9721XVV;CER = (0 + 1 + 1) / 8;0.25
test092_1.jpg;B1104AAA;B1104AAA;CER = (0 + 0 + 0) / 8;0.0
test092_2.jpg;T1579FN;TFN1579;CER = (0 + 2 + 2) / 7;0.571
test092_3.jpg;B2346POC;BB2346POC;CER = (0 + 0 + 1) / 8;0.125
test093_1.jpg;B2026BIU;B2026BIU;CER = (0 + 0 + 0) / 8;0.0
test094_1.jpg;G1255EJ;G1255C46-29EJ;CER = (0 + 0 + 6) / 7;0.857
test095_1.jpg;B1201KAD;B1201KAD;CER = (0 + 0 + 0) / 8;0.0
test095_2.jpg;B2310JUK;B2310JUK;CER = (0 + 0 + 0) / 8;0.0
test095_3.jpg;B28YHH;B28YYH;CER = (0 + 1 + 1) / 6;0.333
test096_1.jpg;B1354COJ;B1354COJ;CER = (0 + 0 + 0) / 8;0.0
test096_2.jpg;B1502NRO;B15002NROC6-28;CER = (0 + 0 + 6) / 8;0.75
test097_1.jpg;B1650NOG;B1650Nog;CER = (2 + 0 + 0) / 8;0.25
test097_2.jpg;B6354SVL;BF354SVML02-26;CER = (1 + 0 + 6) / 8;0.875
test098_1.jpg;B1779DOB;B1779DABC6-28;CER = (1 + 0 + 5) / 8;0.75
test099_1.jpg;B2017PBQ;B012017PBOQQA;CER = (0 + 0 + 5) / 8;0.625
test099_2.jpg;B1892WZT;1892WWT;CER = (1 + 1 + 0) / 8;0.25
test100_1.jpg;B1071PRG;B1071PRGC6-29;CER = (0 + 0 + 5) / 8;0.625
test100_2.jpg;B2134PZJ;B82136PZJ;CER = (1 + 0 + 1) / 8;0.25
